Source,Target,Type,Id,Label,Weight
Tachycineta thalassina,Coleoptera,Directed,3021,,1
Tachycineta thalassina,Diptera,Directed,3022,,1
Tachycineta thalassina,Hemiptera,Directed,3023,,1
Tachycineta thalassina,Hymenoptera,Directed,3024,,1
Tachycineta thalassina,Lepidoptera,Directed,3025,,1
Thryomanes bewickii,Araneae,Directed,3026,,1
Thryomanes bewickii,Coleoptera,Directed,3027,,1
Thryomanes bewickii,Diptera,Directed,3028,,1
Thryomanes bewickii,Hemiptera,Directed,3029,,1
Thryomanes bewickii,Hymenoptera,Directed,3030,,1
Thryomanes bewickii,Lepidoptera,Directed,3031,,1
Thryomanes bewickii,Orthoptera,Directed,3032,,1
Toxostoma bendirei,Coleoptera,Directed,3033,,1
Toxostoma bendirei,Hymenoptera,Directed,3034,,1
Toxostoma bendirei,Lepidoptera,Directed,3035,,1
Toxostoma crissale,Coleoptera,Directed,3036,,1
Toxostoma crissale,Hymenoptera,Directed,3037,,1
Toxostoma crissale,Lepidoptera,Directed,3038,,1
Toxostoma curvirostre,Araneae,Directed,3039,,1
Toxostoma curvirostre,Coleoptera,Directed,3040,,1
Toxostoma curvirostre,Hymenoptera,Directed,3041,,1
Toxostoma curvirostre,Orthoptera,Directed,3042,,1
Toxostoma lecontei,Coleoptera,Directed,3043,,1
Toxostoma lecontei,Hymenoptera,Directed,3044,,1
Toxostoma lecontei,Lepidoptera,Directed,3045,,1
Toxostoma redivivum,Coleoptera,Directed,3046,,1
Toxostoma redivivum,Hymenoptera,Directed,3047,,1
Toxostoma redivivum,Lepidoptera,Directed,3048,,1
Troglodytes aedon,Araneae,Directed,3049,,1
Troglodytes aedon,Coleoptera,Directed,3050,,1
Troglodytes aedon,Diptera,Directed,3051,,1
Troglodytes aedon,Hemiptera,Directed,3052,,1
Troglodytes aedon,Hymenoptera,Directed,3053,,1
Troglodytes aedon,Lepidoptera,Directed,3054,,1
Troglodytes aedon,Orthoptera,Directed,3055,,1
Turdus migratorius,Chilopoda,Directed,3056,,1
Turdus migratorius,Araneae,Directed,3057,,1
Turdus migratorius,Opiliones,Directed,3058,,1
Turdus migratorius,Pseudoscorpiones,Directed,3059,,1
Turdus migratorius,Coleoptera,Directed,3060,,1
Turdus migratorius,Diptera,Directed,3061,,1
Turdus migratorius,Hemiptera,Directed,3062,,1
Turdus migratorius,Hymenoptera,Directed,3063,,1
Turdus migratorius,Lepidoptera,Directed,3064,,1
Turdus migratorius,Orthoptera,Directed,3065,,1
Tyrannus verticalis,Araneae,Directed,3066,,1
Tyrannus verticalis,Coleoptera,Directed,3067,,1
Tyrannus verticalis,Diptera,Directed,3068,,1
Tyrannus verticalis,Hemiptera,Directed,3069,,1
Tyrannus verticalis,Hymenoptera,Directed,3070,,1
Tyrannus verticalis,Lepidoptera,Directed,3071,,1
Tyrannus verticalis,Odonata,Directed,3072,,1
Tyrannus verticalis,Orthoptera,Directed,3073,,1
Vireo bellii,Araneae,Directed,3074,,1
Vireo bellii,Coleoptera,Directed,3075,,1
Vireo bellii,Diptera,Directed,3076,,1
Vireo bellii,Hemiptera,Directed,3077,,1
Vireo bellii,Hymenoptera,Directed,3078,,1
Vireo bellii,Lepidoptera,Directed,3079,,1
Vireo bellii,Odonata,Directed,3080,,1
Vireo bellii,Orthoptera,Directed,3081,,1
Vireo bellii,Phasmida,Directed,3082,,1
Vireo gilvus,Araneae,Directed,3083,,1
Vireo gilvus,Pseudoscorpiones,Directed,3084,,1
Vireo gilvus,Coleoptera,Directed,3085,,1
Vireo gilvus,Diptera,Directed,3086,,1
Vireo gilvus,Hemiptera,Directed,3087,,1
Vireo gilvus,Hymenoptera,Directed,3088,,1
Vireo gilvus,Lepidoptera,Directed,3089,,1
Vireo gilvus,Neuroptera,Directed,3090,,1
Vireo gilvus,Odonata,Directed,3091,,1
Vireo gilvus,Orthoptera,Directed,3092,,1
Vireo gilvus,Raphidioptera,Directed,3093,,1
Vireo plumbeus,Araneae,Directed,3094,,1
Vireo plumbeus,Coleoptera,Directed,3095,,1
Vireo plumbeus,Diptera,Directed,3096,,1
Vireo plumbeus,Hemiptera,Directed,3097,,1
Vireo plumbeus,Hymenoptera,Directed,3098,,1
Vireo plumbeus,Lepidoptera,Directed,3099,,1
Vireo vicinior,Araneae,Directed,3100,,1
Vireo vicinior,Coleoptera,Directed,3101,,1
Vireo vicinior,Diptera,Directed,3102,,1
Vireo vicinior,Hemiptera,Directed,3103,,1
Vireo vicinior,Hymenoptera,Directed,3104,,1
Vireo vicinior,Lepidoptera,Directed,3105,,1
Vireo vicinior,Odonata,Directed,3106,,1
Vireo vicinior,Orthoptera,Directed,3107,,1
Vireo vicinior,Phasmida,Directed,3108,,1
Xanthocephalus xanthocephalus,Araneae,Directed,3109,,1
Xanthocephalus xanthocephalus,Coleoptera,Directed,3110,,1
Xanthocephalus xanthocephalus,Diptera,Directed,3111,,1
Xanthocephalus xanthocephalus,Hemiptera,Directed,3112,,1
Xanthocephalus xanthocephalus,Hymenoptera,Directed,3113,,1
Xanthocephalus xanthocephalus,Lepidoptera,Directed,3114,,1
Xanthocephalus xanthocephalus,Odonata,Directed,3115,,1
Xanthocephalus xanthocephalus,Orthoptera,Directed,3116,,1
Zenaida asiatica,Coleoptera,Directed,3117,,1
Zenaida asiatica,Lepidoptera,Directed,3118,,1
Zenaida macroura,Coleoptera,Directed,3119,,1
Zonotrichia leucophrys,Coleoptera,Directed,3120,,1
Zonotrichia leucophrys,Diptera,Directed,3121,,1
Zonotrichia leucophrys,Hemiptera,Directed,3122,,1
Zonotrichia leucophrys,Hymenoptera,Directed,3123,,1
Zonotrichia leucophrys,Lepidoptera,Directed,3124,,1
Zonotrichia leucophrys,Orthoptera,Directed,3125,,1
Accipiter cooperii,Aphelocoma woodhouseii,Directed,3126,,1
Accipiter cooperii,Pipilo chlorurus,Directed,3127,,1
Accipiter cooperii,Spizella atrogularis,Directed,3128,,1
Accipiter cooperii,Spizella breweri,Directed,3129,,1
Accipiter cooperii,Spizella passerina,Directed,3130,,1
Accipiter cooperii,Spinus lawrencei,Directed,3131,,1
Accipiter cooperii,Spinus psaltria,Directed,3132,,1
Accipiter cooperii,Icterus bullockii,Directed,3133,,1
Accipiter cooperii,Icterus cucullatus,Directed,3134,,1
Accipiter cooperii,Icterus parisorum,Directed,3135,,1
Accipiter cooperii,Colaptes chrysoides,Directed,3136,,1
Accipiter cooperii,Sylvilagus audubonii,Directed,3137,,1
Accipiter cooperii,Neotoma lepida,Directed,3138,,1
Accipiter cooperii,Peromyscus eremicus,Directed,3139,,1
Accipiter cooperii,Peromyscus truei,Directed,3140,,1
Accipiter cooperii,Tamias panamintinus,Directed,3141,,1
Accipiter cooperii,Sceloporus graciosus,Directed,3142,,1
Accipiter cooperii,Sceloporus uniformis,Directed,3143,,1
Accipiter gentilis,Corvus corax,Directed,3144,,1
Accipiter gentilis,Lepus californicus,Directed,3145,,1
Accipiter gentilis,Sylvilagus audubonii,Directed,3146,,1
Accipiter gentilis,Neotoma lepida,Directed,3147,,1
Accipiter striatus,Aimophila ruficeps,Directed,3148,,1
Accipiter striatus,Pipilo maculatus,Directed,3149,,1
Accipiter striatus,Spizella atrogularis,Directed,3150,,1
Accipiter striatus,Spizella breweri,Directed,3151,,1
Accipiter striatus,Geothlypis trichas,Directed,3152,,1
Accipiter striatus,Setophaga graciae,Directed,3153,,1
Accipiter striatus,Setophaga occidentalis,Directed,3154,,1
Accipiter striatus,Passer domesticus,Directed,3155,,1
Accipiter striatus,Empidonax occidentalis,Directed,3156,,1
Accipiter striatus,Empidonax wrightii,Directed,3157,,1
Accipiter striatus,Empidonax traillii,Directed,3158,,1
Accipiter striatus,Vireo bellii,Directed,3159,,1
Accipiter striatus,Vireo vicinior,Directed,3160,,1
Accipiter striatus,Vireo plumbeus,Directed,3161,,1
Accipiter striatus,Peromyscus eremicus,Directed,3162,,1
Accipiter striatus,Peromyscus truei,Directed,3163,,1
Aquila chrysaetos,Accipiter gentilis,Directed,3164,,1
Aquila chrysaetos,Accipiter striatus,Directed,3165,,1
Aquila chrysaetos,Aphelocoma woodhouseii,Directed,3166,,1
Aquila chrysaetos,Ovis canadensis,Directed,3167,,1
Aquila chrysaetos,Peromyscus eremicus,Directed,3168,,1
Aquila chrysaetos,Peromyscus truei,Directed,3169,,1
Aquila chrysaetos,Dipodomys deserti,Directed,3170,,1
Aquila chrysaetos,Dipodomys merriami,Directed,3171,,1
Aquila chrysaetos,Dipodomys microps,Directed,3172,,1
Athene cunicularia,Sylvilagus audubonii,Directed,3173,,1
Athene cunicularia,Peromyscus eremicus,Directed,3174,,1
Athene cunicularia,Peromyscus truei,Directed,3175,,1
Athene cunicularia,Dipodomys deserti,Directed,3176,,1
Athene cunicularia,Dipodomys merriami,Directed,3177,,1
Athene cunicularia,Dipodomys microps,Directed,3178,,1
Bubo virginianus,Colaptes chrysoides,Directed,3179,,1
Bubo virginianus,Megascops kennicottii,Directed,3180,,1
Bubo virginianus,Peromyscus eremicus,Directed,3181,,1
Bubo virginianus,Peromyscus truei,Directed,3182,,1
Bubo virginianus,Dipodomys deserti,Directed,3183,,1
Bubo virginianus,Dipodomys merriami,Directed,3184,,1
Bubo virginianus,Tamias panamintinus,Directed,3185,,1
Buteo jamaicensis,Zenaida asiatica,Directed,3186,,1
Buteo jamaicensis,Sylvilagus audubonii,Directed,3187,,1
Buteo jamaicensis,Neotoma lepida,Directed,3188,,1
Buteo jamaicensis,Peromyscus eremicus,Directed,3189,,1
Buteo jamaicensis,Peromyscus truei,Directed,3190,,1
Buteo jamaicensis,Dipodomys deserti,Directed,3191,,1
Buteo jamaicensis,Dipodomys merriami,Directed,3192,,1
Buteo jamaicensis,Dipodomys microps,Directed,3193,,1
Buteo jamaicensis,Tamias panamintinus,Directed,3194,,1
Buteo jamaicensis,Sauromalus ater,Directed,3195,,1
Buteo jamaicensis,Sceloporus graciosus,Directed,3196,,1
Buteo jamaicensis,Sceloporus occidentalis,Directed,3197,,1
Buteo jamaicensis,Sceloporus uniformis,Directed,3198,,1
Buteo swainsoni,Artemisiospiza nevadensis,Directed,3199,,1
Buteo swainsoni,Peromyscus eremicus,Directed,3200,,1
Buteo swainsoni,Peromyscus truei,Directed,3201,,1
Cathartes aura,Lepus californicus,Directed,3202,,1
Cathartes aura,Neotoma lepida,Directed,3203,,1
Cathartes aura,Peromyscus eremicus,Directed,3204,,1
Cathartes aura,Peromyscus maniculatus,Directed,3205,,1
Cathartes aura,Peromyscus truei,Directed,3206,,1
Cathartes aura,Sceloporus magister,Directed,3207,,1
Cathartes aura,Sceloporus graciosus,Directed,3208,,1
Cathartes aura,Sceloporus occidentalis,Directed,3209,,1
Cathartes aura,Sceloporus uniformis,Directed,3210,,1
Cathartes aura,Phrynosoma platyrhinos,Directed,3211,,1
Corvus corax,Odocoileus hemionus,Directed,3212,,1
Corvus corax,Spilogale gracilis,Directed,3213,,1
Corvus corax,Sylvilagus audubonii,Directed,3214,,1
Corvus corax,Neotoma lepida,Directed,3215,,1
Corvus corax,Peromyscus eremicus,Directed,3216,,1
Corvus corax,Peromyscus maniculatus,Directed,3217,,1
Corvus corax,Peromyscus truei,Directed,3218,,1
Corvus corax,Thomomys bottae,Directed,3219,,1
Corvus corax,Dipodomys deserti,Directed,3220,,1
Corvus corax,Dipodomys merriami,Directed,3221,,1
Corvus corax,Dipodomys microps,Directed,3222,,1
Corvus corax,Ammospermophilus leucurus,Directed,3223,,1
Corvus corax,Crotalus stephensi,Directed,3224,,1
Corvus corax,Crotalus scutulatus,Directed,3225,,1
Corvus corax,Crotalus atrox,Directed,3226,,1
Corvus corax,Crotalus molossus,Directed,3227,,1
Corvus corax,Crotalus pyrrhus,Directed,3228,,1
Corvus corax,Crotalus cerastes,Directed,3229,,1
Falco mexicanus,Peromyscus eremicus,Directed,3230,,1
Falco mexicanus,Peromyscus truei,Directed,3231,,1
Falco mexicanus,Dipodomys deserti,Directed,3232,,1
Falco mexicanus,Dipodomys merriami,Directed,3233,,1
Falco mexicanus,Dipodomys microps,Directed,3234,,1
Falco peregrinus,Falco mexicanus,Directed,3235,,1
Falco peregrinus,Junco hyemalis,Directed,3236,,1
Falco peregrinus,Passerella iliaca,Directed,3237,,1
Falco peregrinus,Zonotrichia leucophrys,Directed,3238,,1
Falco peregrinus,Loxia curvirostra,Directed,3239,,1
Falco peregrinus,Petrochelidon pyrrhonota,Directed,3240,,1
Falco peregrinus,Euphagus cyanocephalus,Directed,3241,,1
Falco peregrinus,Leiothlypis luciae,Directed,3242,,1
Falco peregrinus,Vermivora celata,Directed,3243,,1
Falco peregrinus,Leiothlypis virginiae,Directed,3244,,1
Falco peregrinus,Setophaga nigrescens,Directed,3245,,1
Falco peregrinus,Setophaga graciae,Directed,3246,,1
Falco peregrinus,Setophaga occidentalis,Directed,3247,,1
Falco peregrinus,Setophaga petechia,Directed,3248,,1
Falco peregrinus,Catharus guttatus,Directed,3249,,1
Falco peregrinus,Catharus ustulatus,Directed,3250,,1
Falco peregrinus,Myadestes townsendi,Directed,3251,,1
Falco peregrinus,Empidonax occidentalis,Directed,3252,,1
Falco peregrinus,Empidonax oberholseri,Directed,3253,,1
Falco peregrinus,Empidonax wrightii,Directed,3254,,1
Falco peregrinus,Empidonax difficilis,Directed,3255,,1
Falco peregrinus,Empidonax traillii,Directed,3256,,1
Falco peregrinus,Sayornis nigricans,Directed,3257,,1
Falco peregrinus,Sayornis saya,Directed,3258,,1
Falco peregrinus,Colaptes chrysoides,Directed,3259,,1
Falco peregrinus,Lepus californicus,Directed,3260,,1
Falco sparverius,Peromyscus eremicus,Directed,3261,,1
Falco sparverius,Peromyscus truei,Directed,3262,,1
Falco sparverius,Sceloporus graciosus,Directed,3263,,1
Falco sparverius,Sceloporus occidentalis,Directed,3264,,1
Falco sparverius,Sceloporus uniformis,Directed,3265,,1
Geococcyx californianus,Neotoma lepida,Directed,3266,,1
Geococcyx californianus,Peromyscus eremicus,Directed,3267,,1
Geococcyx californianus,Peromyscus maniculatus,Directed,3268,,1
Geococcyx californianus,Peromyscus truei,Directed,3269,,1
Geococcyx californianus,Thomomys bottae,Directed,3270,,1
Geococcyx californianus,Sceloporus magister,Directed,3271,,1
Geococcyx californianus,Sceloporus graciosus,Directed,3272,,1
Geococcyx californianus,Sceloporus occidentalis,Directed,3273,,1
Geococcyx californianus,Sceloporus uniformis,Directed,3274,,1
Geococcyx californianus,Aspidoscelis tigris,Directed,3275,,1
Megascops kennicottii,Neotoma lepida,Directed,3276,,1
Megascops kennicottii,Peromyscus eremicus,Directed,3277,,1
Megascops kennicottii,Peromyscus truei,Directed,3278,,1
Megascops kennicottii,Thomomys bottae,Directed,3279,,1
Megascops kennicottii,Dipodomys deserti,Directed,3280,,1
Megascops kennicottii,Dipodomys merriami,Directed,3281,,1
Megascops kennicottii,Dipodomys microps,Directed,3282,,1
Accipiter cooperii,Patagioenas fasciata,Directed,3283,,1
Accipiter cooperii,Streptopelia decaocto,Directed,3284,,1
Accipiter cooperii,Alectoris chukar,Directed,3285,,1
Accipiter cooperii,Passerina caerulea,Directed,3286,,1
Accipiter cooperii,Passerina cyanea,Directed,3287,,1
Accipiter cooperii,Passerina amoena,Directed,3288,,1
Accipiter cooperii,Nucifraga columbiana,Directed,3289,,1
Accipiter cooperii,Corvus corax,Directed,3290,,1
Accipiter cooperii,Gymnorhinus cyanocephalus,Directed,3291,,1
Accipiter cooperii,Toxostoma bendirei,Directed,3292,,1
Accipiter cooperii,Toxostoma redivivum,Directed,3293,,1
Accipiter cooperii,Toxostoma crissale,Directed,3294,,1
Accipiter cooperii,Toxostoma curvirostre,Directed,3295,,1
Accipiter cooperii,Toxostoma lecontei,Directed,3296,,1
Accipiter cooperii,Mimus polyglottos,Directed,3297,,1
Accipiter cooperii,Oreoscoptes montanus,Directed,3298,,1
Accipiter cooperii,Geothlypis trichas,Directed,3299,,1
Accipiter cooperii,Setophaga graciae,Directed,3300,,1
Accipiter cooperii,Setophaga occidentalis,Directed,3301,,1
Accipiter cooperii,Leiothlypis luciae,Directed,3302,,1
Accipiter cooperii,Geothlypis tolmiei,Directed,3303,,1
Accipiter cooperii,Vermivora celata,Directed,3304,,1
Accipiter cooperii,Leiothlypis virginiae,Directed,3305,,1
Accipiter cooperii,Icteria virens,Directed,3306,,1
Accipiter cooperii,Sphyrapicus nuchalis,Directed,3307,,1
Accipiter cooperii,Ammospermophilus leucurus,Directed,3308,,1
Accipiter cooperii,Otospermophilus variegatus,Directed,3309,,1
Accipiter cooperii,Xerospermophilus mohavensis,Directed,3310,,1
Accipiter cooperii,Xerospermophilus tereticaudus,Directed,3311,,1
Accipiter cooperii,Aspidoscelis tigris,Directed,3312,,1
Accipiter gentilis,Patagioenas fasciata,Directed,3313,,1
Accipiter gentilis,Streptopelia decaocto,Directed,3314,,1
Accipiter gentilis,Columbina inca,Directed,3315,,1
Accipiter gentilis,Zenaida asiatica,Directed,3316,,1
Accipiter gentilis,Ammospermophilus leucurus,Directed,3317,,1
Accipiter gentilis,Tamias panamintinus,Directed,3318,,1
Accipiter gentilis,Otospermophilus variegatus,Directed,3319,,1
Accipiter gentilis,Xerospermophilus mohavensis,Directed,3320,,1
Accipiter gentilis,Xerospermophilus tereticaudus,Directed,3321,,1
Accipiter striatus,Corvus brachyrhynchos,Directed,3322,,1
Accipiter striatus,Nucifraga columbiana,Directed,3323,,1
Accipiter striatus,Corvus corax,Directed,3324,,1
Accipiter striatus,Gymnorhinus cyanocephalus,Directed,3325,,1
Accipiter striatus,Aphelocoma woodhouseii,Directed,3326,,1
Accipiter striatus,Leiothlypis luciae,Directed,3327,,1
Accipiter striatus,Leiothlypis virginiae,Directed,3328,,1
Accipiter striatus,Icteria virens,Directed,3329,,1
Accipiter striatus,Ammospermophilus leucurus,Directed,3330,,1
Accipiter striatus,Tamias panamintinus,Directed,3331,,1
Accipiter striatus,Otospermophilus variegatus,Directed,3332,,1
Accipiter striatus,Xerospermophilus mohavensis,Directed,3333,,1
Accipiter striatus,Xerospermophilus tereticaudus,Directed,3334,,1
Aquila chrysaetos,Aquila chrysaetos,Directed,3335,,1
Aquila chrysaetos,Meleagris gallopavo,Directed,3336,,1
Aquila chrysaetos,Nucifraga columbiana,Directed,3337,,1
Aquila chrysaetos,Gymnorhinus cyanocephalus,Directed,3338,,1
Aquila chrysaetos,Sturnus vulgaris,Directed,3339,,1
Aquila chrysaetos,Tamias panamintinus,Directed,3340,,1
Aquila chrysaetos,Xerospermophilus mohavensis,Directed,3341,,1
Aquila chrysaetos,Xerospermophilus tereticaudus,Directed,3342,,1
Aquila chrysaetos,Crotalus stephensi,Directed,3343,,1
Aquila chrysaetos,Crotalus scutulatus,Directed,3344,,1
Aquila chrysaetos,Crotalus atrox,Directed,3345,,1
Aquila chrysaetos,Crotalus molossus,Directed,3346,,1
Aquila chrysaetos,Crotalus pyrrhus,Directed,3347,,1
Aquila chrysaetos,Crotalus cerastes,Directed,3348,,1
Bubo virginianus,Alectoris chukar,Directed,3349,,1
Bubo virginianus,Meleagris gallopavo,Directed,3350,,1
Bubo virginianus,Haemorhous cassinii,Directed,3351,,1
Bubo virginianus,Spinus lawrencei,Directed,3352,,1
Bubo virginianus,Spinus psaltria,Directed,3353,,1
Bubo virginianus,Spinus pinus,Directed,3354,,1
Bubo virginianus,Loxia curvirostra,Directed,3355,,1
Bubo virginianus,Molothrus ater,Directed,3356,,1
Bubo virginianus,Quiscalus mexicanus,Directed,3357,,1
Bubo virginianus,Icterus cucullatus,Directed,3358,,1
Bubo virginianus,Icterus parisorum,Directed,3359,,1
Bubo virginianus,Xanthocephalus xanthocephalus,Directed,3360,,1
Bubo virginianus,Myiarchus cinerascens,Directed,3361,,1
Bubo virginianus,Sayornis nigricans,Directed,3362,,1
Bubo virginianus,Empidonax occidentalis,Directed,3363,,1
Bubo virginianus,Empidonax oberholseri,Directed,3364,,1
Bubo virginianus,Empidonax wrightii,Directed,3365,,1
Bubo virginianus,Contopus cooperi,Directed,3366,,1
Bubo virginianus,Empidonax difficilis,Directed,3367,,1
Bubo virginianus,Sayornis saya,Directed,3368,,1
Bubo virginianus,Pyrocephalus rubinus,Directed,3369,,1
Bubo virginianus,Tyrannus verticalis,Directed,3370,,1
Bubo virginianus,Contopus sordidulus,Directed,3371,,1
Bubo virginianus,Empidonax traillii,Directed,3372,,1
Bubo virginianus,Mephitis mephitis,Directed,3373,,1
Bubo virginianus,Ammospermophilus leucurus,Directed,3374,,1
Bubo virginianus,Otospermophilus variegatus,Directed,3375,,1
Bubo virginianus,Xerospermophilus mohavensis,Directed,3376,,1
Bubo virginianus,Xerospermophilus tereticaudus,Directed,3377,,1
Bubo virginianus,Notiosorex crawfordi,Directed,3378,,1
Buteo jamaicensis,Meleagris gallopavo,Directed,3379,,1
Buteo jamaicensis,Molothrus ater,Directed,3380,,1
Buteo jamaicensis,Icterus bullockii,Directed,3381,,1
Buteo jamaicensis,Icterus cucullatus,Directed,3382,,1
Buteo jamaicensis,Agelaius phoeniceus,Directed,3383,,1
Buteo jamaicensis,Icterus parisorum,Directed,3384,,1
Buteo jamaicensis,Xanthocephalus xanthocephalus,Directed,3385,,1
Buteo jamaicensis,Setophaga nigrescens,Directed,3386,,1
Buteo jamaicensis,Geothlypis trichas,Directed,3387,,1
Buteo jamaicensis,Setophaga graciae,Directed,3388,,1
Buteo jamaicensis,Setophaga occidentalis,Directed,3389,,1
Buteo jamaicensis,Leiothlypis luciae,Directed,3390,,1
Buteo jamaicensis,Geothlypis tolmiei,Directed,3391,,1
Buteo jamaicensis,Vermivora celata,Directed,3392,,1
Buteo jamaicensis,Leiothlypis virginiae,Directed,3393,,1
Buteo jamaicensis,Setophaga petechia,Directed,3394,,1
Buteo jamaicensis,Icteria virens,Directed,3395,,1
Buteo jamaicensis,Antrozous pallidus,Directed,3396,,1
Buteo jamaicensis,Corynorhinus townsendii,Directed,3397,,1
Buteo jamaicensis,Euderma maculatum,Directed,3398,,1
Buteo jamaicensis,Lasionycteris noctivagans,Directed,3399,,1
Buteo jamaicensis,Aeorestes cinereus,Directed,3400,,1
Buteo jamaicensis,Myotis californicus,Directed,3401,,1
Buteo jamaicensis,Myotis ciliolabrum,Directed,3402,,1
Buteo jamaicensis,Parastrellus hesperus,Directed,3403,,1
Buteo jamaicensis,Xerospermophilus mohavensis,Directed,3404,,1
Buteo jamaicensis,Notiosorex crawfordi,Directed,3405,,1
Buteo swainsoni,Ammospermophilus leucurus,Directed,3406,,1
Buteo swainsoni,Tamias panamintinus,Directed,3407,,1
Buteo swainsoni,Otospermophilus variegatus,Directed,3408,,1
Buteo swainsoni,Xerospermophilus mohavensis,Directed,3409,,1
Buteo swainsoni,Xerospermophilus tereticaudus,Directed,3410,,1
Cathartes aura,Patagioenas fasciata,Directed,3411,,1
Cathartes aura,Streptopelia decaocto,Directed,3412,,1
Cathartes aura,Columbina inca,Directed,3413,,1
Cathartes aura,Zenaida macroura,Directed,3414,,1
Cathartes aura,Columba livia,Directed,3415,,1
Cathartes aura,Zenaida asiatica,Directed,3416,,1
Cathartes aura,Alectoris chukar,Directed,3417,,1
Cathartes aura,Pheucticus melanocephalus,Directed,3418,,1
Cathartes aura,Passerina caerulea,Directed,3419,,1
Cathartes aura,Passerina cyanea,Directed,3420,,1
Cathartes aura,Passerina amoena,Directed,3421,,1
Cathartes aura,Piranga rubra,Directed,3422,,1
Cathartes aura,Piranga ludoviciana,Directed,3423,,1
Cathartes aura,Vulpes macrotis,Directed,3424,,1
Cathartes aura,Spilogale gracilis,Directed,3425,,1
Cathartes aura,Ammospermophilus leucurus,Directed,3426,,1
Cathartes aura,Tamias panamintinus,Directed,3427,,1
Cathartes aura,Otospermophilus variegatus,Directed,3428,,1
Cathartes aura,Xerospermophilus mohavensis,Directed,3429,,1
Cathartes aura,Xerospermophilus tereticaudus,Directed,3430,,1
Cathartes aura,Notiosorex crawfordi,Directed,3431,,1
Cathartes aura,Masticophis flagellum,Directed,3432,,1
Cathartes aura,Lampropeltis californiae,Directed,3433,,1
Cathartes aura,Trimorphodon lyrophanes,Directed,3434,,1
Cathartes aura,Arizona elegans,Directed,3435,,1
Cathartes aura,Sonora occipitalis,Directed,3436,,1
Cathartes aura,Pituophis catenifer,Directed,3437,,1
Cathartes aura,Salvadora hexalepis,Directed,3438,,1
Cathartes aura,Rhinocheilus lecontei,Directed,3439,,1
Cathartes aura,Masticophis taeniatus,Directed,3440,,1
Cathartes aura,Phyllorhynchus decurtatus,Directed,3441,,1
Cathartes aura,Masticophis lateralis,Directed,3442,,1
Cathartes aura,Sonora semiannulata,Directed,3443,,1
Cathartes aura,Chionactis annulata,Directed,3444,,1
Cathartes aura,Tantilla hobartsmithi,Directed,3445,,1
Corvus corax,Ovis canadensis,Directed,3446,,1
Corvus corax,Dipsosaurus dorsalis,Directed,3447,,1
Corvus corax,Sauromalus ater,Directed,3448,,1
Falco mexicanus,Molothrus ater,Directed,3449,,1
Falco mexicanus,Icterus bullockii,Directed,3450,,1
Falco mexicanus,Quiscalus mexicanus,Directed,3451,,1
Falco mexicanus,Icterus cucullatus,Directed,3452,,1
Falco mexicanus,Xanthocephalus xanthocephalus,Directed,3453,,1
Falco mexicanus,Turdus migratorius,Directed,3454,,1
Falco mexicanus,Catharus guttatus,Directed,3455,,1
Falco mexicanus,Catharus ustulatus,Directed,3456,,1
Falco mexicanus,Myadestes townsendi,Directed,3457,,1
Falco mexicanus,Sialia mexicana,Directed,3458,,1
Falco mexicanus,Dryobates pubescens,Directed,3459,,1
Falco mexicanus,Melanerpes uropygialis,Directed,3460,,1
Falco mexicanus,Colaptes chrysoides,Directed,3461,,1
Falco mexicanus,Dryobates scalaris,Directed,3462,,1
Falco mexicanus,Sphyrapicus nuchalis,Directed,3463,,1
Falco mexicanus,Chaetodipus formosus,Directed,3464,,1
Falco mexicanus,Chaetodipus penicillatus,Directed,3465,,1
Falco mexicanus,Chaetodipus spinatus,Directed,3466,,1
Falco peregrinus,Hirundo rustica,Directed,3467,,1
Falco peregrinus,Stelgidopteryx serripennis,Directed,3468,,1
Falco peregrinus,Tachycineta thalassina,Directed,3469,,1
Falco peregrinus,Baeolophus ridgwayi,Directed,3470,,1
Falco peregrinus,Poecile gambeli,Directed,3471,,1
Falco peregrinus,Baeolophus inornatus,Directed,3472,,1
Falco peregrinus,Geothlypis trichas,Directed,3473,,1
Falco peregrinus,Geothlypis tolmiei,Directed,3474,,1
Falco peregrinus,Icteria virens,Directed,3475,,1
Falco peregrinus,Sialia currucoides,Directed,3476,,1
Falco peregrinus,Sialia mexicana,Directed,3477,,1
Falco peregrinus,Dryobates pubescens,Directed,3478,,1
Falco peregrinus,Melanerpes uropygialis,Directed,3479,,1
Falco peregrinus,Dryobates scalaris,Directed,3480,,1
Falco peregrinus,Sphyrapicus nuchalis,Directed,3481,,1
Falco peregrinus,Neotoma lepida,Directed,3482,,1
Falco peregrinus,Peromyscus eremicus,Directed,3483,,1
Falco peregrinus,Peromyscus maniculatus,Directed,3484,,1
Falco peregrinus,Peromyscus truei,Directed,3485,,1
Falco peregrinus,Ammospermophilus leucurus,Directed,3486,,1
Falco peregrinus,Tamias panamintinus,Directed,3487,,1
Falco peregrinus,Otospermophilus variegatus,Directed,3488,,1
Falco peregrinus,Xerospermophilus mohavensis,Directed,3489,,1
Falco peregrinus,Xerospermophilus tereticaudus,Directed,3490,,1
Falco sparverius,Haemorhous cassinii,Directed,3491,,1
Falco sparverius,Spinus lawrencei,Directed,3492,,1
Falco sparverius,Spinus pinus,Directed,3493,,1
Falco sparverius,Loxia curvirostra,Directed,3494,,1
Falco sparverius,Icterus bullockii,Directed,3495,,1
Falco sparverius,Quiscalus mexicanus,Directed,3496,,1
